"""  title""  ";" "" beschrijving"" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Jan Bernaert Duermael, 1723""  ";" "" Bouwheer: Duermael, Jan Bernaert."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van het Karmelietenklooster, 1753""  ";" "" Bouwheer: Karmelietenklooster."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Franchois vander Haeghen, 1714""  ";" "" Bouwheer: vander Haeghen, Franchois."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van de Abdij van Drongen, 1719""  ";" "" Bouwheer: Abdij van Drongen."" "
"""  Gent: Lange Schipgracht, bouwaanvraag van Gismarus vander Donckt, 1786""  ";" "" Bouwheer: vander Donckt, Gismarus."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Herman Hermanssens, 1580""  ";" "" Bouwheer: Hermanssens, Herman."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Jan Baptiste de Meersman, de erfgenamen van Christine Matthys en weduwe Frans vander Donct, 1702""  ";" "" Bouwheer: de Meersman, Jan Baptiste"""
"""  Gent: Lange Schipgracht, bouwaanvraag van Andries van Vooren, 1785""  ";" "" Bouwheer: van Vooren, Andries."" "
"""  Gent: Lange Schipgracht, bouwaanvraag van Morel, 1784""  ";" "" Bouwheer: Morel. Enkel de bouwtekening is bewaard, de aanvraag zelf niet."" "
"""  Gent: Lange Schipgracht, bouwaanvraag van Martinus Josephus de Poortere, 1777""  ";" "" Bouwheer: de Poortere, Martinus Josephus."" "
"""  Gent: Lange Schipgracht, bouwaanvraag van Francies Engels, 1779""  ";" "" Bouwheer: Engels, Francies."" "
"""  Gent: Lange Schipgracht, bouwaanvraag van Gismarus vander Donckt, 1782""  ";" "" Bouwheer: vander Donckt, Gismarus."" "
"""  Gent: Lange Schipgracht, bouwaanvraag van Livinus de Brabander, 1776.""  ";" "" Bouwheer: de Brabander, Livinus."" "
"""  Gent: Lange Schipgracht, bouwaanvraag van Pieter de Vos, 1727""  ";" "" Bouwheer: de Vos, Pieter."" "
"""  Gent: Lange Schipgracht, bouwaanvraag van jan Verhaeghe, 1730""  ";" "" Bouwheer: Verhaeghe, Jan."" "
"""  Gent: Lange Schipgracht, bouwaanvraag van Guillielmus de Smet en Gregorius de Smet, 1759""  ";" "" Bouwheer: de Smet, Guillielmus"""
"""  Gent: Langemunt, bouwaanvraag van Elisabeth Verdurmen, 1792""  ";" "" Bouwheer: Verdurmen, Elisabeth"" "
